deskripsi,category,source,deskripsi_clean,text_length
sewa kontrakan,tagihan,synthetic,sewa kontrakan,14
sewa rumah,tagihan,synthetic,sewa rumah,10
bayar kontrakan,tagihan,synthetic,bayar kontrakan,15
iuran kos,tagihan,synthetic,iuran kos,9
wifi kos,tagihan,synthetic,wifi kos,8
listrik kos,tagihan,synthetic,listrik kos,11
kos bulanan,tagihan,synthetic,kos bulanan,11
bayar sewa,tagihan,synthetic,bayar sewa,10
uang kos,tagihan,synthetic,uang kos,8
biaya kos,tagihan,synthetic,biaya kos,9
deposit kos,tagihan,synthetic,deposit kos,11
cicilan,tagihan,synthetic,cicilan,7
angsuran,tagihan,synthetic,angsuran,8
kredit,tagihan,synthetic,kredit,6
bayar cicilan,tagihan,synthetic,bayar cicilan,13
cicilan hp,tagihan,synthetic,cicilan hp,10
cicilan motor,tagihan,synthetic,cicilan motor,13
cicilan mobil,tagihan,synthetic,cicilan mobil,13
cicilan kulkas,tagihan,synthetic,cicilan kulkas,14
cicilan ac,tagihan,synthetic,cicilan ac,10
bayar kredit,tagihan,synthetic,bayar kredit,12
kartu kredit,tagihan,synthetic,kartu kredit,12
tagihan kartu kredit,tagihan,synthetic,tagihan kartu kredit,20
bayar cc,tagihan,synthetic,bayar cc,8
minimum payment,tagihan,synthetic,minimum payment,15
iuran rt,tagihan,synthetic,iuran rt,8
iuran rw,tagihan,synthetic,iuran rw,8
kas rt,tagihan,synthetic,kas rt,6
sumbangan wajib,tagihan,synthetic,sumbangan wajib,15
pajak motor,tagihan,synthetic,pajak motor,11
pajak mobil,tagihan,synthetic,pajak mobil,11
bayar pajak,tagihan,synthetic,bayar pajak,11
stnk,tagihan,synthetic,stnk,4
perpanjang stnk,tagihan,synthetic,perpanjang stnk,15
parkir bulanan,tagihan,synthetic,parkir bulanan,14
langganan koran,tagihan,synthetic,langganan koran,15
tagihan gas,tagihan,synthetic,tagihan gas,11
gas elpiji,tagihan,synthetic,gas elpiji,10
gas bulanan,tagihan,synthetic,gas bulanan,11
bayar listrik,tagihan,synthetic,bayar listrik,13
listrik pln,tagihan,synthetic,listrik pln,11
token listrik,tagihan,synthetic,token listrik,13
beli token listrik,tagihan,synthetic,beli token listrik,18
isi token pln,tagihan,synthetic,isi token pln,13
pulsa listrik,tagihan,synthetic,pulsa listrik,13
listrik rumah,tagihan,synthetic,listrik rumah,13
listrik kos,tagihan,synthetic,listrik kos,11
bayar pln,tagihan,synthetic,bayar pln,9
listrik bulanan,tagihan,synthetic,listrik bulanan,15
token pln 50rb,tagihan,synthetic,token pln rb,12
token pln 100rb,tagihan,synthetic,token pln rb,12
token pln 200rb,tagihan,synthetic,token pln rb,12
bayar air,tagihan,synthetic,bayar air,9
air pdam,tagihan,synthetic,air pdam,8
tagihan pdam,tagihan,synthetic,tagihan pdam,12
bayar pdam,tagihan,synthetic,bayar pdam,10
air bulanan,tagihan,synthetic,air bulanan,11
iuran air,tagihan,synthetic,iuran air,9
air ledeng,tagihan,synthetic,air ledeng,10
air bersih,tagihan,synthetic,air bersih,10
wifi,tagihan,synthetic,wifi,4
bayar wifi,tagihan,synthetic,bayar wifi,10
tagihan internet,tagihan,synthetic,tagihan internet,16
indihome,tagihan,synthetic,indihome,8
firstmedia,tagihan,synthetic,firstmedia,10
mncplay,tagihan,synthetic,mncplay,7
biznet,tagihan,synthetic,biznet,6
myrepublic,tagihan,synthetic,myrepublic,10
telkomsel orbit,tagihan,synthetic,telkomsel orbit,15
wifi bulanan,tagihan,synthetic,wifi bulanan,12
paket internet,tagihan,synthetic,paket internet,14
pasang wifi,tagihan,synthetic,pasang wifi,11
bayar indihome,tagihan,synthetic,bayar indihome,14
upgrade wifi,tagihan,synthetic,upgrade wifi,12
tv kabel,tagihan,synthetic,tv kabel,8
tagihan tv,tagihan,synthetic,tagihan tv,10
bayar tv kabel,tagihan,synthetic,bayar tv kabel,14
useetv,tagihan,synthetic,useetv,6
transvision,tagihan,synthetic,transvision,11
beli pulsa,tagihan,synthetic,beli pulsa,10
isi pulsa,tagihan,synthetic,isi pulsa,9
pulsa telkomsel,tagihan,synthetic,pulsa telkomsel,15
pulsa xl,tagihan,synthetic,pulsa xl,8
pulsa indosat,tagihan,synthetic,pulsa indosat,13
pulsa tri,tagihan,synthetic,pulsa tri,9
pulsa smartfren,tagihan,synthetic,pulsa smartfren,15
paket data,tagihan,synthetic,paket data,10
biaya admin bank,tagihan,synthetic,biaya admin bank,16
admin bca,tagihan,synthetic,admin bca,9
admin bri,tagihan,synthetic,admin bri,9
admin mandiri,tagihan,synthetic,admin mandiri,13
admin bni,tagihan,synthetic,admin bni,9
admin transfer,lainnya,synthetic,admin transfer,14
biaya transfer,tagihan,synthetic,biaya transfer,14
biaya tarik tunai,tagihan,synthetic,biaya tarik tunai,17
biaya atm,tagihan,synthetic,biaya atm,9
denda bank,tagihan,synthetic,denda bank,10
biaya rekening,tagihan,synthetic,biaya rekening,14
provisi,tagihan,synthetic,provisi,7
biaya materai,tagihan,synthetic,biaya materai,13
cek saldo,lainnya,synthetic,cek saldo,9
biaya bulanan bank,tagihan,synthetic,biaya bulanan bank,18
biaya kartu debit,tagihan,synthetic,biaya kartu debit,17
biaya kartu kredit,tagihan,synthetic,biaya kartu kredit,18
ongkir,belanja,synthetic,ongkir,6
ongkos kirim,belanja,synthetic,ongkos kirim,12
biaya pengiriman,belanja,synthetic,biaya pengiriman,16
ongkir shopee,belanja,synthetic,ongkir shopee,13
ongkir tokopedia,belanja,synthetic,ongkir tokopedia,16
ongkir lazada,belanja,synthetic,ongkir lazada,13
ongkir bukalapak,belanja,synthetic,ongkir bukalapak,16
biaya platform,belanja,synthetic,biaya platform,14
biaya marketplace,belanja,synthetic,biaya marketplace,17
potongan aplikasi,lainnya,synthetic,potongan aplikasi,17
fee aplikasi,lainnya,synthetic,fee aplikasi,12
biaya jasa,lainnya,synthetic,biaya jasa,10
jasa pengiriman,belanja,synthetic,jasa pengiriman,15
jne,belanja,synthetic,jne,3
jnt,belanja,synthetic,jnt,3
sicepat,belanja,synthetic,sicepat,7
anteraja,belanja,synthetic,anteraja,8
ninja express,belanja,synthetic,ninja express,13
donasi,lainnya,synthetic,donasi,6
sedekah,lainnya,synthetic,sedekah,7
infak,lainnya,synthetic,infak,5
zakat,lainnya,synthetic,zakat,5
wakaf,lainnya,synthetic,wakaf,5
sumbangan,lainnya,synthetic,sumbangan,9
amal,lainnya,synthetic,amal,4
kolekte,lainnya,synthetic,kolekte,7
iuran sosial,lainnya,synthetic,iuran sosial,12
bantuan,lainnya,synthetic,bantuan,7
bayar arisan,lainnya,synthetic,bayar arisan,12
arisan,lainnya,synthetic,arisan,6
kas kelas,lainnya,synthetic,kas kelas,9
kas kantor,lainnya,synthetic,kas kantor,10
patungan,lainnya,synthetic,patungan,8
uang sekolah,lainnya,synthetic,uang sekolah,12
spp,lainnya,synthetic,spp,3
uang kuliah,lainnya,synthetic,uang kuliah,11
ukt,lainnya,synthetic,ukt,3
biaya kursus,lainnya,synthetic,biaya kursus,12
les privat,lainnya,synthetic,les privat,10
les bahasa inggris,lainnya,synthetic,les bahasa inggris,18
les matematika,lainnya,synthetic,les matematika,14
bimbel,lainnya,synthetic,bimbel,6
biaya bimbel,lainnya,synthetic,biaya bimbel,12
beli buku pelajaran,lainnya,synthetic,beli buku pelajaran,19
buku kuliah,lainnya,synthetic,buku kuliah,11
fotocopy,lainnya,synthetic,fotocopy,8
print tugas,lainnya,synthetic,print tugas,11
jilid,lainnya,synthetic,jilid,5
biaya notaris,lainnya,synthetic,biaya notaris,13
biaya legalisir,lainnya,synthetic,biaya legalisir,15
biaya cap,lainnya,synthetic,biaya cap,9
materai,lainnya,synthetic,materai,7
fotocopy ktp,lainnya,synthetic,fotocopy ktp,12
urus surat,lainnya,synthetic,urus surat,10
biaya administrasi,lainnya,synthetic,biaya administrasi,18
biaya pendaftaran,lainnya,synthetic,biaya pendaftaran,17
daftar ujian,lainnya,synthetic,daftar ujian,12
biaya ujian,lainnya,synthetic,biaya ujian,11
biaya perpanjang sim,transportasi,synthetic,biaya perpanjang sim,20
sim baru,transportasi,synthetic,sim,3
biaya kir,transportasi,synthetic,biaya kir,9
bayar denda,transportasi,synthetic,bayar denda,11
denda tilang,transportasi,synthetic,denda tilang,12
biaya tak terduga,lainnya,synthetic,biaya terduga,13
pengeluaran tak terduga,lainnya,synthetic,pengeluaran terduga,19
keperluan lain,lainnya,synthetic,keperluan,9
beli ini itu,lainnya,synthetic,beli,4
belanja random,lainnya,synthetic,belanja random,14
pengeluaran random,lainnya,synthetic,pengeluaran random,18
biaya tambahan,lainnya,synthetic,biaya tambahan,14
biaya ekstra,lainnya,synthetic,biaya ekstra,12
uang jajan,lainnya,synthetic,uang jajan,10
uang saku,lainnya,synthetic,uang saku,9
uang lebih,lainnya,synthetic,uang,4
kelebihan uang,lainnya,synthetic,kelebihan uang,14
sisipan,lainnya,synthetic,sisipan,7
pengeluaran kecil,lainnya,synthetic,pengeluaran,11
jajan,lainnya,synthetic,jajan,5
beli ini,lainnya,synthetic,beli,4
transfer ke teman,lainnya,synthetic,transfer teman,14
bayar utang,lainnya,synthetic,bayar utang,11
bayar hutang,lainnya,synthetic,bayar hutang,12
pinjaman,lainnya,synthetic,pinjaman,8
kasih uang,lainnya,synthetic,kasih uang,10
hadiah,belanja,synthetic,hadiah,6
kado,belanja,synthetic,kado,4
beli kado,belanja,synthetic,beli kado,9
parcel,belanja,synthetic,parcel,6
hampers,belanja,synthetic,hampers,7
biaya laundry,belanja,synthetic,biaya laundry,13
laundry kiloan,belanja,synthetic,laundry kiloan,14
dry clean,belanja,synthetic,dry clean,9
setrika,belanja,synthetic,setrika,7
jahit baju,belanja,synthetic,jahit baju,10
biaya admin bank,tagihan,synthetic,biaya admin bank,16
admin bca,tagihan,synthetic,admin bca,9
admin bri,tagihan,synthetic,admin bri,9
admin mandiri,tagihan,synthetic,admin mandiri,13
admin bni,tagihan,synthetic,admin bni,9
admin transfer,lainnya,synthetic,admin transfer,14
biaya transfer,tagihan,synthetic,biaya transfer,14
biaya tarik tunai,tagihan,synthetic,biaya tarik tunai,17
biaya atm,tagihan,synthetic,biaya atm,9
denda bank,tagihan,synthetic,denda bank,10
biaya rekening,tagihan,synthetic,biaya rekening,14
provisi,tagihan,synthetic,provisi,7
biaya materai,tagihan,synthetic,biaya materai,13
cek saldo,lainnya,synthetic,cek saldo,9
biaya bulanan bank,tagihan,synthetic,biaya bulanan bank,18
biaya kartu debit,tagihan,synthetic,biaya kartu debit,17
biaya kartu kredit,tagihan,synthetic,biaya kartu kredit,18
ongkir,belanja,synthetic,ongkir,6
ongkos kirim,belanja,synthetic,ongkos kirim,12
biaya pengiriman,belanja,synthetic,biaya pengiriman,16
ongkir shopee,belanja,synthetic,ongkir shopee,13
ongkir tokopedia,belanja,synthetic,ongkir tokopedia,16
ongkir lazada,belanja,synthetic,ongkir lazada,13
ongkir bukalapak,belanja,synthetic,ongkir bukalapak,16
biaya platform,belanja,synthetic,biaya platform,14
biaya marketplace,belanja,synthetic,biaya marketplace,17
potongan aplikasi,lainnya,synthetic,potongan aplikasi,17
fee aplikasi,lainnya,synthetic,fee aplikasi,12
biaya jasa,lainnya,synthetic,biaya jasa,10
jasa pengiriman,belanja,synthetic,jasa pengiriman,15
jne,belanja,synthetic,jne,3
jnt,belanja,synthetic,jnt,3
sicepat,belanja,synthetic,sicepat,7
anteraja,belanja,synthetic,anteraja,8
ninja express,belanja,synthetic,ninja express,13
donasi,lainnya,synthetic,donasi,6
sedekah,lainnya,synthetic,sedekah,7
infak,lainnya,synthetic,infak,5
zakat,lainnya,synthetic,zakat,5
wakaf,lainnya,synthetic,wakaf,5
sumbangan,lainnya,synthetic,sumbangan,9
amal,lainnya,synthetic,amal,4
kolekte,lainnya,synthetic,kolekte,7
iuran sosial,lainnya,synthetic,iuran sosial,12
bantuan,lainnya,synthetic,bantuan,7
bayar arisan,lainnya,synthetic,bayar arisan,12
arisan,lainnya,synthetic,arisan,6
kas kelas,lainnya,synthetic,kas kelas,9
kas kantor,lainnya,synthetic,kas kantor,10
patungan,lainnya,synthetic,patungan,8
uang sekolah,lainnya,synthetic,uang sekolah,12
spp,lainnya,synthetic,spp,3
uang kuliah,lainnya,synthetic,uang kuliah,11
ukt,lainnya,synthetic,ukt,3
biaya kursus,lainnya,synthetic,biaya kursus,12
les privat,lainnya,synthetic,les privat,10
les bahasa inggris,lainnya,synthetic,les bahasa inggris,18
les matematika,lainnya,synthetic,les matematika,14
bimbel,lainnya,synthetic,bimbel,6
biaya bimbel,lainnya,synthetic,biaya bimbel,12
beli buku pelajaran,lainnya,synthetic,beli buku pelajaran,19
buku kuliah,lainnya,synthetic,buku kuliah,11
fotocopy,lainnya,synthetic,fotocopy,8
print tugas,lainnya,synthetic,print tugas,11
jilid,lainnya,synthetic,jilid,5
biaya notaris,lainnya,synthetic,biaya notaris,13
biaya legalisir,lainnya,synthetic,biaya legalisir,15
biaya cap,lainnya,synthetic,biaya cap,9
materai,lainnya,synthetic,materai,7
fotocopy ktp,lainnya,synthetic,fotocopy ktp,12
urus surat,lainnya,synthetic,urus surat,10
biaya administrasi,lainnya,synthetic,biaya administrasi,18
biaya pendaftaran,lainnya,synthetic,biaya pendaftaran,17
daftar ujian,lainnya,synthetic,daftar ujian,12
biaya ujian,lainnya,synthetic,biaya ujian,11
biaya perpanjang sim,transportasi,synthetic,biaya perpanjang sim,20
sim baru,transportasi,synthetic,sim,3
biaya kir,transportasi,synthetic,biaya kir,9
bayar denda,transportasi,synthetic,bayar denda,11
denda tilang,transportasi,synthetic,denda tilang,12
biaya tak terduga,lainnya,synthetic,biaya terduga,13
pengeluaran tak terduga,lainnya,synthetic,pengeluaran terduga,19
keperluan lain,lainnya,synthetic,keperluan,9
beli ini itu,lainnya,synthetic,beli,4
belanja random,lainnya,synthetic,belanja random,14
pengeluaran random,lainnya,synthetic,pengeluaran random,18
biaya tambahan,lainnya,synthetic,biaya tambahan,14
biaya ekstra,lainnya,synthetic,biaya ekstra,12
uang jajan,lainnya,synthetic,uang jajan,10
uang saku,lainnya,synthetic,uang saku,9
uang lebih,lainnya,synthetic,uang,4
kelebihan uang,lainnya,synthetic,kelebihan uang,14
sisipan,lainnya,synthetic,sisipan,7
pengeluaran kecil,lainnya,synthetic,pengeluaran,11
jajan,lainnya,synthetic,jajan,5
beli ini,lainnya,synthetic,beli,4
transfer ke teman,lainnya,synthetic,transfer teman,14
bayar utang,lainnya,synthetic,bayar utang,11
bayar hutang,lainnya,synthetic,bayar hutang,12
pinjaman,lainnya,synthetic,pinjaman,8
kasih uang,lainnya,synthetic,kasih uang,10
hadiah,belanja,synthetic,hadiah,6
kado,belanja,synthetic,kado,4
beli kado,belanja,synthetic,beli kado,9
parcel,belanja,synthetic,parcel,6
hampers,belanja,synthetic,hampers,7
biaya laundry,belanja,synthetic,biaya laundry,13
laundry kiloan,belanja,synthetic,laundry kiloan,14
dry clean,belanja,synthetic,dry clean,9
setrika,belanja,synthetic,setrika,7
jahit baju,belanja,synthetic,jahit baju,10
biaya admin bank,tagihan,synthetic,biaya admin bank,16
admin bca,tagihan,synthetic,admin bca,9
admin bri,tagihan,synthetic,admin bri,9
admin mandiri,tagihan,synthetic,admin mandiri,13
admin bni,tagihan,synthetic,admin bni,9
admin transfer,lainnya,synthetic,admin transfer,14
biaya transfer,tagihan,synthetic,biaya transfer,14
biaya tarik tunai,tagihan,synthetic,biaya tarik tunai,17
biaya atm,tagihan,synthetic,biaya atm,9
denda bank,tagihan,synthetic,denda bank,10
biaya rekening,tagihan,synthetic,biaya rekening,14
provisi,tagihan,synthetic,provisi,7
biaya materai,tagihan,synthetic,biaya materai,13
cek saldo,lainnya,synthetic,cek saldo,9
biaya bulanan bank,tagihan,synthetic,biaya bulanan bank,18
biaya kartu debit,tagihan,synthetic,biaya kartu debit,17
biaya kartu kredit,tagihan,synthetic,biaya kartu kredit,18
ongkir,belanja,synthetic,ongkir,6
ongkos kirim,belanja,synthetic,ongkos kirim,12
biaya pengiriman,belanja,synthetic,biaya pengiriman,16
ongkir shopee,belanja,synthetic,ongkir shopee,13
ongkir tokopedia,belanja,synthetic,ongkir tokopedia,16
ongkir lazada,belanja,synthetic,ongkir lazada,13
ongkir bukalapak,belanja,synthetic,ongkir bukalapak,16
biaya platform,belanja,synthetic,biaya platform,14
biaya marketplace,belanja,synthetic,biaya marketplace,17
potongan aplikasi,lainnya,synthetic,potongan aplikasi,17
fee aplikasi,lainnya,synthetic,fee aplikasi,12
biaya jasa,lainnya,synthetic,biaya jasa,10
jasa pengiriman,belanja,synthetic,jasa pengiriman,15
jne,belanja,synthetic,jne,3
jnt,belanja,synthetic,jnt,3
sicepat,belanja,synthetic,sicepat,7
anteraja,belanja,synthetic,anteraja,8
ninja express,belanja,synthetic,ninja express,13
donasi,lainnya,synthetic,donasi,6
sedekah,lainnya,synthetic,sedekah,7
infak,lainnya,synthetic,infak,5
zakat,lainnya,synthetic,zakat,5
wakaf,lainnya,synthetic,wakaf,5
sumbangan,lainnya,synthetic,sumbangan,9
amal,lainnya,synthetic,amal,4
kolekte,lainnya,synthetic,kolekte,7
iuran sosial,lainnya,synthetic,iuran sosial,12
bantuan,lainnya,synthetic,bantuan,7
bayar arisan,lainnya,synthetic,bayar arisan,12
arisan,lainnya,synthetic,arisan,6
kas kelas,lainnya,synthetic,kas kelas,9
kas kantor,lainnya,synthetic,kas kantor,10
patungan,lainnya,synthetic,patungan,8
uang sekolah,lainnya,synthetic,uang sekolah,12
spp,lainnya,synthetic,spp,3
uang kuliah,lainnya,synthetic,uang kuliah,11
ukt,lainnya,synthetic,ukt,3
biaya kursus,lainnya,synthetic,biaya kursus,12
les privat,lainnya,synthetic,les privat,10
les bahasa inggris,lainnya,synthetic,les bahasa inggris,18
les matematika,lainnya,synthetic,les matematika,14
bimbel,lainnya,synthetic,bimbel,6
biaya bimbel,lainnya,synthetic,biaya bimbel,12
beli buku pelajaran,lainnya,synthetic,beli buku pelajaran,19
buku kuliah,lainnya,synthetic,buku kuliah,11
fotocopy,lainnya,synthetic,fotocopy,8
print tugas,lainnya,synthetic,print tugas,11
jilid,lainnya,synthetic,jilid,5
biaya notaris,lainnya,synthetic,biaya notaris,13
biaya legalisir,lainnya,synthetic,biaya legalisir,15
biaya cap,lainnya,synthetic,biaya cap,9
materai,lainnya,synthetic,materai,7
fotocopy ktp,lainnya,synthetic,fotocopy ktp,12
urus surat,lainnya,synthetic,urus surat,10
ngopi,makanan,augmentasi,ngopi,5
ngemil,makanan,augmentasi,ngemil,6
makan siang bareng,makanan,augmentasi,makan siang bareng,18
jajan bentar,makanan,augmentasi,jajan bentar,12
beli minum,makanan,augmentasi,beli minum,10
nongkrong kafe,makanan,augmentasi,nongkrong kafe,14
sarapan,makanan,augmentasi,sarapan,7
makan malem,makanan,augmentasi,makan malem,11
beli cemilan,makanan,augmentasi,beli cemilan,12
jajan pasar,makanan,augmentasi,jajan pasar,11
beli kopi,makanan,augmentasi,beli kopi,9
makan warteg,makanan,augmentasi,makan warteg,12
pesan ojol,makanan,augmentasi,pesan ojol,10
order gofood,makanan,augmentasi,order gofood,12
beli es,makanan,augmentasi,beli es,7
makan padang,makanan,augmentasi,makan padang,12
beli gorengan,makanan,augmentasi,beli gorengan,13
mie instan,makanan,augmentasi,mie instan,10
beli nasi,makanan,augmentasi,beli nasi,9
beli baju,belanja,augmentasi,beli baju,9
beli sepatu baru,belanja,augmentasi,beli sepatu,11
belanja bulanan,belanja,augmentasi,belanja bulanan,15
beli keperluan rumah,belanja,augmentasi,beli keperluan rumah,20
beli alat mandi,belanja,augmentasi,beli alat mandi,15
belanja online,belanja,augmentasi,belanja online,14
beli tas baru,belanja,augmentasi,beli tas,8
beli aksesoris,belanja,augmentasi,beli aksesoris,14
beli peralatan dapur,belanja,augmentasi,beli peralatan dapur,20
belanja shopee,belanja,augmentasi,belanja shopee,14
belanja tokopedia,belanja,augmentasi,belanja tokopedia,17
beli skincare,belanja,augmentasi,beli skincare,13
beli parfum,belanja,augmentasi,beli parfum,11
beli jam tangan,belanja,augmentasi,beli jam tangan,15
beli kacamata,belanja,augmentasi,beli kacamata,13
byr listrik,tagihan,augmentasi,byr listrik,11
bayar wifi,tagihan,augmentasi,bayar wifi,10
bayar kos,tagihan,augmentasi,bayar kos,9
bayar kontrakan,tagihan,augmentasi,bayar kontrakan,15
byr air,tagihan,augmentasi,byr air,7
bayar bpjs,tagihan,augmentasi,bayar bpjs,10
byr telpon,tagihan,augmentasi,byr telpon,10
isi token listrik,tagihan,augmentasi,isi token listrik,17
bayar cicilan,tagihan,augmentasi,bayar cicilan,13
byr pulsa,tagihan,augmentasi,byr pulsa,9
bayar premi asuransi,tagihan,augmentasi,bayar premi asuransi,20
byr tv kabel,tagihan,augmentasi,byr tv kabel,12
bayar indihome,tagihan,augmentasi,bayar indihome,14
byr gas,tagihan,augmentasi,byr gas,7
naik grab,transportasi,augmentasi,grab,4
naik gojek,transportasi,augmentasi,gojek,5
naik ojol,transportasi,augmentasi,ojol,4
isi bensin,transportasi,augmentasi,isi bensin,10
bayar tol,transportasi,augmentasi,bayar tol,9
naik lrt,transportasi,augmentasi,lrt,3
naik mrt,transportasi,augmentasi,mrt,3
naik busway,transportasi,augmentasi,busway,6
parkir motor,transportasi,augmentasi,parkir motor,12
parkir mobil,transportasi,augmentasi,parkir mobil,12
servis motor,transportasi,augmentasi,servis motor,12
ganti oli,transportasi,augmentasi,ganti oli,9
beli bensin,transportasi,augmentasi,beli bensin,11
naik kereta,transportasi,augmentasi,kereta,6
naik angkot,transportasi,augmentasi,angkot,6
beli obat,kesehatan,augmentasi,beli obat,9
ke dokter,kesehatan,augmentasi,dokter,6
cek kesehatan,kesehatan,augmentasi,cek kesehatan,13
beli vitamin,kesehatan,augmentasi,beli vitamin,12
ke klinik,kesehatan,augmentasi,klinik,6
beli masker,kesehatan,augmentasi,beli masker,11
beli suplemen,kesehatan,augmentasi,beli suplemen,13
ke rs,kesehatan,augmentasi,rs,2
beli obat flu,kesehatan,augmentasi,beli obat flu,13
periksa gigi,kesehatan,augmentasi,periksa gigi,12
beli obat sakit kepala,kesehatan,augmentasi,beli obat sakit kepala,22
yoga,kesehatan,augmentasi,yoga,4
gym,kesehatan,augmentasi,gym,3
olahraga,kesehatan,augmentasi,olahraga,8
lari pagi,kesehatan,augmentasi,lari pagi,9
nonton bioskop,hiburan,augmentasi,nonton bioskop,14
beli game,hiburan,augmentasi,beli game,9
nonton netflix,hiburan,augmentasi,nonton netflix,14
beli tiket konser,hiburan,augmentasi,beli tiket konser,17
karaoke,hiburan,augmentasi,karaoke,7
main game,hiburan,augmentasi,main game,9
beli buku baru,hiburan,augmentasi,beli buku,9
nonton youtube premium,hiburan,augmentasi,nonton youtube premium,22
beli tiket,hiburan,augmentasi,beli tiket,10
jalan jalan mall,hiburan,augmentasi,jalan jalan mall,16
nonton film,hiburan,augmentasi,nonton film,11
beli spotify,hiburan,augmentasi,beli spotify,12
langganan netflix,hiburan,augmentasi,langganan netflix,17
transfer teman,lainnya,augmentasi,transfer teman,14
bayar utang,lainnya,augmentasi,bayar utang,11
kasih uang ortu,lainnya,augmentasi,kasih uang ortu,15
biaya tak terduga,lainnya,augmentasi,biaya terduga,13
keperluan dadakan,lainnya,augmentasi,keperluan dadakan,17
bayar iuran,lainnya,augmentasi,bayar iuran,11
sumbangan,lainnya,augmentasi,sumbangan,9
uang saku,lainnya,augmentasi,uang saku,9
